Mes,SemanaDelMes,DiaDeLaSemana,MarcaVehiculo,AreaAccidente,DiaReclamo,MesReclamo,SemanaReclamo,Genero,EstadoCivil,Edad,Culpa,TipoPoliza,CategoriaVehiculo,PrecioVehiculo,FraudeDetectado,NumeroPoliza,NumeroRepresentante,Deducible,CalificacionConductor,DiasPolizaAccidente,DiasPolizaReclamo,NumeroReclamosAnteriores,EdadVehiculo,EdadAsegurado,ReportePolicial,TestigoPresente,TipoAgente,NumeroSuplementos,CambioDireccionReclamo,NumeroVehiculos,Año,PolizaBase
Marzo,2.0,Domingo,Chevrolet,Rural,Monday,Mar,4.0,Masculino,Soltero,29.0,Policy Holder,Sedan - Liability,Sport,more than 69000,0,3698,4,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994.0,Liability
Enero,5.0,Sábado,Pontiac,Urbano,Tuesday,Mar,2.0,Masculino,Casado,38.0,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,3703,7,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994.0,Collision
Mayo,3.0,Lunes,Pontiac,Urbano,Wednesday,May,3.0,Masculino,Casado,51.0,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,3708,10,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1994.0,Collision
Marzo,3.0,Sábado,Toyota,Urbano,Tuesday,Mar,4.0,Femenino,Casado,54.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,3717,9,400,3,more than 30,more than 30,1,6 years,41 to 50,No,No,External,none,no change,1 vehicle,1994.0,All Perils
Marzo,2.0,Jueves,Pontiac,Urbano,Thursday,Mar,2.0,Masculino,Casado,46.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,3720,7,400,2,more than 30,more than 30,none,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994.0,All Perils
Julio,2.0,Domingo,Toyota,Urbano,Wednesday,Jul,4.0,Masculino,Soltero,28.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,3721,2,400,1,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1994.0,Collision
Agosto,1.0,Viernes,Pontiac,Urbano,Tuesday,Aug,3.0,Masculino,Casado,42.0,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,3729,1,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994.0,All Perils
Abril,1.0,Lunes,Mazda,Urbano,Tuesday,Apr,1.0,Masculino,Soltero,27.0,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,3730,12,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994.0,Collision
Abril,1.0,Miércoles,Pontiac,Urbano,Wednesday,Apr,2.0,Masculino,Casado,59.0,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,3731,3,400,1,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1994.0,All Perils
Abril,3.0,Sábado,Ford,Urbano,Tuesday,Apr,4.0,Masculino,Casado,26.0,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,3732,7,400,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,3 to 5,1 year,3 to 4,1994.0,All Perils
Abril,2.0,Lunes,Mazda,Urbano,Tuesday,Apr,2.0,Masculino,Casado,38.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,3735,3,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994.0,Collision
Mayo,1.0,Viernes,Chevrolet,Urbano,Friday,May,3.0,Femenino,Casado,63.0,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,3737,4,400,4,more than 30,more than 30,none,5 years,51 to 65,No,No,External,none,no change,1 vehicle,1994.0,All Perils
Agosto,4.0,Martes,Mazda,Rural,Thursday,Sep,2.0,Masculino,Soltero,26.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,3739,9,400,2,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,1 to 2,4 to 8 years,2 vehicles,1994.0,Liability
Agosto,3.0,Martes,Pontiac,Urbano,Wednesday,Aug,4.0,Masculino,Casado,80.0,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,3740,2,400,1,more than 30,more than 30,1,more than 7,over 65,No,No,External,none,no change,1 vehicle,1994.0,All Perils
Mayo,3.0,Lunes,Honda,Urbano,Wednesday,May,3.0,Masculino,Casado,40.0,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,1,3741,10,400,1,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994.0,Collision
Septiembre,4.0,Jueves,Toyota,Urbano,Tuesday,Sep,4.0,Masculino,Casado,49.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,3743,7,400,2,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994.0,Collision
Mayo,3.0,Jueves,Honda,Urbano,Thursday,May,3.0,Masculino,Casado,26.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,3748,3,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994.0,Collision
Julio,2.0,Lunes,Honda,Urbano,Tuesday,Jul,2.0,Masculino,Soltero,31.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,3752,9,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994.0,Liability
Octubre,4.0,Jueves,Chevrolet,Urbano,Thursday,Nov,2.0,Masculino,Casado,41.0,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,3754,4,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994.0,All Perils
Febrero,4.0,Domingo,Pontiac,Urbano,Thursday,Mar,1.0,Femenino,Soltero,18.0,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,3759,15,400,3,more than 30,more than 30,2 to 4,3 years,21 to 25,No,No,External,more than 5,no change,1 vehicle,1994.0,Collision
Abril,2.0,Miércoles,Chevrolet,Urbano,Wednesday,Apr,2.0,Masculino,Casado,63.0,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,3760,1,400,2,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,4 to 8 years,2 vehicles,1994.0,Collision
Septiembre,1.0,Viernes,Pontiac,Urbano,Monday,Sep,2.0,Femenino,Casado,33.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,3765,7,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994.0,Liability
Septiembre,4.0,Martes,Pontiac,Urbano,Thursday,Sep,5.0,Masculino,Casado,47.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,3768,1,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994.0,Collision
Septiembre,4.0,Miércoles,Honda,Urbano,Thursday,Oct,2.0,Masculino,Casado,52.0,Third Party,Sedan - All Perils,Sedan,less than 20000,0,3769,10,400,3,more than 30,more than 30,2 to 4,7 years,41 to 50,Sí,No,External,more than 5,no change,1 vehicle,1994.0,All Perils
Julio,3.0,Miércoles,Honda,Urbano,Friday,Jul,4.0,Femenino,Casado,30.0,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,3777,15,400,1,more than 30,more than 30,none,4 years,31 to 35,No,No,External,none,no change,1 vehicle,1994.0,All Perils
Octubre,4.0,Viernes,Pontiac,Urbano,Tuesday,Oct,5.0,Masculino,Soltero,21.0,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,3781,8,400,1,more than 30,more than 30,1,5 years,26 to 30,Sí,No,External,1 to 2,4 to 8 years,2 vehicles,1994.0,Collision
Agosto,2.0,Sábado,Honda,Urbano,Tuesday,Aug,3.0,Masculino,Soltero,31.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,3784,2,400,3,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1994.0,Collision
Septiembre,3.0,Miércoles,Pontiac,Urbano,Wednesday,Sep,3.0,Masculino,Casado,29.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,3785,3,400,3,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994.0,Liability
Mayo,1.0,Sábado,Toyota,Urbano,Monday,May,2.0,Masculino,Casado,56.0,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,3788,3,400,2,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1994.0,All Perils
Junio,1.0,Viernes,Pontiac,Rural,Friday,Jun,2.0,Masculino,Soltero,27.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,3790,16,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994.0,Collision
Junio,1.0,Jueves,Chevrolet,Rural,Thursday,Jun,1.0,Masculino,Soltero,32.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,3791,5,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994.0,Liability
Octubre,4.0,Martes,Toyota,Urbano,Thursday,Oct,4.0,Masculino,Soltero,31.0,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,3793,16,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994.0,Collision
Junio,1.0,Lunes,Honda,Urbano,Wednesday,Oct,3.0,Masculino,Casado,37.0,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,3803,2,400,3,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994.0,Collision
Abril,3.0,Lunes,Toyota,Urbano,Tuesday,Apr,3.0,Femenino,Soltero,29.0,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,3806,4,400,1,more than 30,more than 30,none,5 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994.0,All Perils
Octubre,3.0,Domingo,Pontiac,Urbano,Wednesday,Oct,3.0,Masculino,Casado,36.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,3807,4,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994.0,Liability
Agosto,3.0,Miércoles,Mazda,Urbano,Monday,Aug,4.0,Masculino,Casado,53.0,Third Party,Sedan - Liability,Sport,60000 to 69000,0,3810,4,400,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994.0,Liability
Mayo,3.0,Martes,Mazda,Urbano,Thursday,May,4.0,Masculino,Casado,45.0,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,3812,1,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994.0,All Perils
Marzo,4.0,Domingo,Mazda,Urbano,Monday,Mar,4.0,Masculino,Casado,31.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,3823,5,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,1 year,2 vehicles,1994.0,Collision
Febrero,4.0,Miércoles,Pontiac,Urbano,Wednesday,Mar,1.0,Femenino,Casado,31.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,3828,7,400,3,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994.0,Collision
Octubre,1.0,Miércoles,Mazda,Urbano,Thursday,Oct,1.0,Femenino,Soltero,27.0,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,3831,15,400,4,more than 30,more than 30,none,3 years,31 to 35,No,No,External,none,no change,1 vehicle,1994.0,Collision
Mayo,4.0,Sábado,Pontiac,Urbano,Thursday,May,4.0,Masculino,Soltero,66.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,3834,2,400,1,more than 30,more than 30,1,more than 7,over 65,No,No,External,3 to 5,no change,1 vehicle,1994.0,All Perils
Julio,4.0,Lunes,Accura,Urbano,Wednesday,Jul,4.0,Masculino,Casado,58.0,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,3835,12,400,4,more than 30,more than 30,none,7 years,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1994.0,Collision
Junio,2.0,Domingo,Toyota,Urbano,Monday,Jun,2.0,Masculino,Casado,27.0,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,3839,11,400,2,more than 30,more than 30,none,5 years,31 to 35,Sí,Sí,External,none,no change,1 vehicle,1994.0,All Perils
Julio,2.0,Martes,Toyota,Urbano,Tuesday,Jul,2.0,Masculino,Casado,76.0,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,3849,10,400,2,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,none,no change,1 vehicle,1994.0,Collision
Junio,4.0,Lunes,Mazda,Urbano,Wednesday,Aug,1.0,Masculino,Soltero,21.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,3852,6,400,2,none,more than 30,1,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1994.0,Collision
Mayo,4.0,Sábado,Honda,Urbano,Tuesday,May,4.0,Masculino,Soltero,0.0,Policy Holder,Sedan - All Perils,Sedan,more than 69000,1,3857,3,400,1,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1994.0,All Perils
Julio,3.0,Lunes,Pontiac,Urbano,Tuesday,Jul,3.0,Masculino,Casado,29.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,3863,2,400,4,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1994.0,Collision
Junio,3.0,Viernes,Mazda,Urbano,Monday,Jun,3.0,Masculino,Casado,41.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,3865,13,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,4 to 8 years,2 vehicles,1994.0,Liability
Abril,4.0,Miércoles,Honda,Urbano,Thursday,Apr,5.0,Masculino,Casado,47.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,3868,13,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994.0,Liability
Marzo,5.0,Jueves,Pontiac,Rural,Monday,Apr,2.0,Masculino,Casado,49.0,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,3873,14,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1994.0,Collision
Marzo,1.0,Viernes,Toyota,Urbano,Monday,Mar,2.0,Masculino,Soltero,23.0,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,3877,3,500,2,more than 30,more than 30,2 to 4,6 years,26 to 30,No,No,External,1 to 2,2 to 3 years,1 vehicle,1994.0,Collision
Marzo,1.0,Jueves,Pontiac,Urbano,Tuesday,Mar,2.0,Masculino,Casado,48.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,3878,12,400,2,more than 30,more than 30,none,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1994.0,All Perils
Marzo,3.0,Martes,Pontiac,Urbano,Tuesday,Mar,3.0,Masculino,Casado,45.0,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,3882,12,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994.0,Collision
Marzo,1.0,Domingo,Pontiac,Urbano,Monday,Mar,1.0,Masculino,Casado,59.0,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,3884,10,400,3,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994.0,All Perils
Mayo,4.0,Lunes,Toyota,Urbano,Tuesday,May,4.0,Masculino,Casado,65.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,3885,15,400,2,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1994.0,All Perils
Febrero,3.0,Lunes,Chevrolet,Urbano,Tuesday,Feb,4.0,Masculino,Soltero,34.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,3886,2,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,4 to 8 years,2 vehicles,1994.0,Liability
Mayo,4.0,Lunes,Pontiac,Urbano,Wednesday,May,4.0,Masculino,Casado,44.0,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,3889,5,400,3,8 to 15,8 to 15,none,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1994.0,All Perils
Marzo,2.0,Martes,Pontiac,Urbano,Wednesday,Mar,2.0,Masculino,Casado,44.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,3896,4,400,3,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,more than 5,no change,3 to 4,1994.0,All Perils
Mayo,4.0,Lunes,Saab,Urbano,Friday,Jun,1.0,Masculino,Casado,45.0,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,3898,3,400,1,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1994.0,Collision
Febrero,4.0,Lunes,Mazda,Urbano,Monday,Feb,4.0,Femenino,Soltero,31.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,3906,8,400,4,more than 30,more than 30,more than 4,5 years,31 to 35,No,No,External,3 to 5,no change,5 to 8,1994.0,Liability
Enero,3.0,Jueves,Pontiac,Urbano,Thursday,Jan,3.0,Masculino,Soltero,33.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,3910,12,400,3,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1994.0,Liability
Febrero,1.0,Domingo,Pontiac,Urbano,Monday,Feb,1.0,Masculino,Casado,34.0,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,3911,7,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994.0,All Perils
Febrero,1.0,Viernes,Mazda,Urbano,Tuesday,Feb,4.0,Masculino,Casado,74.0,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,3912,9,400,3,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,3 to 5,no change,1 vehicle,1994.0,Collision
Febrero,4.0,Miércoles,Dodge,Urbano,Monday,Feb,4.0,Masculino,Soltero,35.0,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,3921,7,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994.0,Collision
Noviembre,1.0,Lunes,Chevrolet,Urbano,Tuesday,Nov,3.0,Masculino,Casado,48.0,Policy Holder,Utility - All Perils,Utility,more than 69000,0,3928,14,500,1,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,none,2 to 3 years,2 vehicles,1994.0,All Perils
Noviembre,1.0,Miércoles,Toyota,Urbano,Tuesday,Nov,3.0,Femenino,Soltero,33.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,3929,5,400,4,more than 30,more than 30,1,5 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994.0,Collision
Mayo,4.0,Lunes,Honda,Urbano,Tuesday,Jun,2.0,Masculino,Soltero,19.0,Third Party,Sport - Collision,Sport,more than 69000,0,3930,11,400,1,more than 30,more than 30,none,5 years,21 to 25,No,No,External,none,no change,1 vehicle,1994.0,Collision
Junio,5.0,Miércoles,Pontiac,Urbano,Saturday,Jul,1.0,Masculino,Casado,36.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,3932,11,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994.0,Liability
Junio,3.0,Domingo,Toyota,Rural,Monday,Jun,3.0,Femenino,Soltero,57.0,Third Party,Sedan - All Perils,Sedan,less than 20000,0,3933,8,400,4,more than 30,more than 30,none,7 years,51 to 65,No,No,External,none,no change,1 vehicle,1994.0,All Perils
Marzo,4.0,Lunes,Mazda,Urbano,Tuesday,Apr,1.0,Masculino,Casado,41.0,Policy Holder,Sedan - Liability,Sport,more than 69000,0,3936,15,400,3,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1994.0,Liability
Mayo,4.0,Martes,Accura,Urbano,Tuesday,May,4.0,Masculino,Casado,45.0,Policy Holder,Sedan - Liability,Sport,40000 to 59000,1,3940,8,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994.0,Liability
Febrero,4.0,Sábado,Toyota,Urbano,Wednesday,Mar,2.0,Masculino,Soltero,28.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,3946,7,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994.0,All Perils
Febrero,3.0,Miércoles,Accura,Urbano,Monday,Feb,3.0,Masculino,Casado,27.0,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,3948,13,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,Internal,3 to 5,no change,1 vehicle,1994.0,Collision
Marzo,4.0,Viernes,Toyota,Urbano,Thursday,Apr,2.0,Masculino,Casado,47.0,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,3952,2,400,3,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994.0,All Perils
Marzo,1.0,Miércoles,Accura,Urbano,Thursday,Mar,1.0,Masculino,Casado,28.0,Third Party,Sedan - Liability,Sport,more than 69000,0,3958,11,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,Sí,No,External,none,no change,1 vehicle,1994.0,Liability
Febrero,3.0,Domingo,Toyota,Urbano,Monday,Feb,5.0,Femenino,Casado,55.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,3962,16,400,4,more than 30,more than 30,2 to 4,5 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994.0,Liability
Febrero,1.0,Sábado,Honda,Urbano,Wednesday,Feb,4.0,Masculino,Casado,52.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,3968,5,400,1,more than 30,more than 30,1,4 years,41 to 50,No,No,External,none,no change,1 vehicle,1994.0,Collision
Enero,4.0,Miércoles,Mazda,Urbano,Wednesday,Feb,1.0,Masculino,Casado,27.0,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,3970,5,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,4 to 8 years,2 vehicles,1994.0,Collision
Enero,4.0,Martes,Chevrolet,Urbano,Friday,Jan,5.0,Masculino,Casado,38.0,Third Party,Sedan - Collision,Sedan,more than 69000,0,3971,1,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994.0,Collision
Mayo,1.0,Viernes,Mazda,Urbano,Wednesday,May,2.0,Masculino,Soltero,33.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,3978,5,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,3 to 4,1994.0,Liability
Abril,3.0,Viernes,Honda,Urbano,Monday,Apr,3.0,Masculino,Soltero,35.0,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,3980,9,400,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994.0,All Perils
Noviembre,2.0,Martes,Honda,Urbano,Tuesday,Nov,3.0,Masculino,Soltero,0.0,Policy Holder,Sport - All Perils,Sport,more than 69000,0,3983,7,400,2,more than 30,more than 30,more than 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1994.0,All Perils
Julio,4.0,Jueves,Honda,Urbano,Monday,Aug,2.0,Masculino,Casado,76.0,Policy Holder,Sedan - Collision,Sedan,less than 20000,0,3992,9,400,1,more than 30,more than 30,none,6 years,over 65,No,No,External,none,no change,1 vehicle,1994.0,Collision
Noviembre,2.0,Domingo,Pontiac,Urbano,Tuesday,Nov,3.0,Masculino,Casado,50.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,3994,2,400,3,more than 30,more than 30,none,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1994.0,Liability
Abril,3.0,Miércoles,Toyota,Urbano,Wednesday,Apr,3.0,Masculino,Casado,28.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,3998,3,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994.0,Liability
